Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number TRSs,Number Quadrats Per TRS,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,Density Metric
1230,0.5,SRS,1,500,45,73,382,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.586,200,0,0,0,0,TRUE,0,0,200,53,4,9,40,53,4,9,40,1.666666667,0,0,0,0,1.06,2.346637514,0,0,0,1.06
1235,0.5,SRS,1,500,42,75,383,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.598,200,0,0,0,0,TRUE,0,0,200,46,3,10,33,46,3,10,33,1.666666667,0,0,0,0,0.92,2.567958083,0,0,0,0.92
1234,0.5,SRS,1,500,30,75,395,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.462,200,0,0,0,0,TRUE,0,0,200,47,1,8,38,47,1,8,38,1.666666667,0,0,0,0,0.94,2.17429904,0,0,0,0.94
1232,0.5,SRS,1,500,34,82,384,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.358,200,0,0,0,0,TRUE,0,0,200,47,4,8,35,47,4,8,35,1.666666667,0,0,0,0,0.94,2.374344763,0,0,0,0.94
1239,0.5,SRS,1,500,47,82,371,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.482,200,0,0,0,0,TRUE,0,0,200,39,2,7,30,39,2,7,30,1.666666667,0,0,0,0,0.78,2.55493788,0,0,0,0.78
1219,0.5,SRS,1,500,40,70,390,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.39,200,0,0,0,0,TRUE,0,0,200,63,4,9,50,63,4,9,50,1.666666667,0,0,0,0,1.26,2.240888343,0,0,0,1.26
1241,0.5,SRS,1,500,52,67,381,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.426,200,0,0,0,0,TRUE,0,0,200,45,6,4,35,45,6,4,35,1.666666667,0,0,0,0,0.9,2.762380554,0,0,0,0.9
1240,0.5,SRS,1,500,49,82,369,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.594,200,0,0,0,0,TRUE,0,0,200,72,4,16,52,72,4,16,52,1.666666667,0,0,0,0,1.44,2.139730776,0,0,0,1.44
1236,0.5,SRS,1,500,53,79,368,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.598,200,0,0,0,0,TRUE,0,0,200,39,2,5,32,39,2,5,32,1.666666667,0,0,0,0,0.78,3.114383486,0,0,0,0.78
1246,0.5,SRS,1,500,60,78,362,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.618,200,0,0,0,0,TRUE,0,0,200,55,6,12,37,55,6,12,37,1.666666667,0,0,0,0,1.1,2.303807584,0,0,0,1.1
1245,0.5,SRS,1,500,52,79,369,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.402,200,0,0,0,0,TRUE,0,0,200,41,4,7,30,41,4,7,30,1.666666667,0,0,0,0,0.82,2.601408967,0,0,0,0.82
1238,0.5,SRS,1,500,54,85,361,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.61,200,0,0,0,0,TRUE,0,0,200,45,3,10,32,45,3,10,32,1.666666667,0,0,0,0,0.9,2.376028516,0,0,0,0.9
1237,0.5,SRS,1,500,52,84,364,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.718,200,0,0,0,0,TRUE,0,0,200,58,5,14,39,58,5,14,39,1.666666667,0,0,0,0,1.16,2.458797718,0,0,0,1.16
1244,0.5,SRS,1,500,64,84,352,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.414,200,0,0,0,0,TRUE,0,0,200,44,6,6,32,44,6,6,32,1.666666667,0,0,0,0,0.88,2.624055641,0,0,0,0.88
1243,0.5,SRS,1,500,47,71,382,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.334,200,0,0,0,0,TRUE,0,0,200,44,1,4,39,44,1,4,39,1.666666667,0,0,0,0,0.88,2.543691878,0,0,0,0.88
1247,0.5,SRS,1,500,51,77,372,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.574,200,0,0,0,0,TRUE,0,0,200,51,3,9,39,51,3,9,39,1.666666667,0,0,0,0,1.02,2.517253576,0,0,0,1.02
1242,0.5,SRS,1,500,46,65,389,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.518,200,0,0,0,0,TRUE,0,0,200,47,4,4,39,47,4,4,39,1.666666667,0,0,0,0,0.94,2.296418594,0,0,0,0.94
1253,0.5,SRS,1,500,50,66,384,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.582,200,0,0,0,0,TRUE,0,0,200,57,6,5,46,57,6,5,46,1.666666667,0,0,0,0,1.14,2.235184167,0,0,0,1.14
1249,0.5,SRS,1,500,43,87,370,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.582,200,0,0,0,0,TRUE,0,0,200,51,6,7,38,51,6,7,38,1.666666667,0,0,0,0,1.02,2.358763775,0,0,0,1.02
1250,0.5,SRS,1,500,57,69,374,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.442,200,0,0,0,0,TRUE,0,0,200,52,6,6,40,52,6,6,40,1.666666667,0,0,0,0,1.04,2.352989276,0,0,0,1.04
1252,0.5,SRS,1,500,42,63,395,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.398,200,0,0,0,0,TRUE,0,0,200,52,8,6,38,52,8,6,38,1.666666667,0,0,0,0,1.04,2.321182064,0,0,0,1.04
1254,0.5,SRS,1,500,47,77,376,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.514,200,0,0,0,0,TRUE,0,0,200,60,6,10,44,60,6,10,44,1.666666667,0,0,0,0,1.2,2.113475416,0,0,0,1.2
1256,0.5,SRS,1,500,50,80,370,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.482,200,0,0,0,0,TRUE,0,0,200,34,3,7,24,34,3,7,24,1.666666667,0,0,0,0,0.68,2.644512192,0,0,0,0.68
1251,0.5,SRS,1,500,49,78,373,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.434,200,0,0,0,0,TRUE,0,0,200,46,4,7,35,46,4,7,35,1.666666667,0,0,0,0,0.92,2.454475744,0,0,0,0.92
1257,0.5,SRS,1,500,56,67,377,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.502,200,0,0,0,0,TRUE,0,0,200,52,8,6,38,52,8,6,38,1.666666667,0,0,0,0,1.04,2.084989133,0,0,0,1.04
1248,0.5,SRS,1,500,37,80,383,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.506,200,0,0,0,0,TRUE,0,0,200,43,3,9,31,43,3,9,31,1.666666667,0,0,0,0,0.86,2.461936868,0,0,0,0.86
1260,0.5,SRS,1,500,60,69,371,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.582,200,0,0,0,0,TRUE,0,0,200,47,6,5,36,47,6,5,36,1.666666667,0,0,0,0,0.94,2.663345984,0,0,0,0.94
1265,0.5,SRS,1,500,48,77,375,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.578,200,0,0,0,0,TRUE,0,0,200,49,3,7,39,49,3,7,39,1.666666667,0,0,0,0,0.98,2.603973033,0,0,0,0.98
1264,0.5,SRS,1,500,53,70,377,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.466,200,0,0,0,0,TRUE,0,0,200,47,3,9,35,47,3,9,35,1.666666667,0,0,0,0,0.94,2.52298681,0,0,0,0.94
1258,0.5,SRS,1,500,51,73,376,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.558,200,0,0,0,0,TRUE,0,0,200,42,5,11,26,42,5,11,26,1.666666667,0,0,0,0,0.84,2.766777064,0,0,0,0.84
1263,0.5,SRS,1,500,63,73,364,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.458,200,0,0,0,0,TRUE,0,0,200,49,6,4,39,49,6,4,39,1.666666667,0,0,0,0,0.98,2.505668032,0,0,0,0.98
1267,0.5,SRS,1,500,45,58,397,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.49,200,0,0,0,0,TRUE,0,0,200,45,6,3,36,45,6,3,36,1.666666667,0,0,0,0,0.9,2.652390597,0,0,0,0.9
1259,0.5,SRS,1,500,54,89,357,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.394,200,0,0,0,0,TRUE,0,0,200,37,4,5,28,37,4,5,28,1.666666667,0,0,0,0,0.74,2.42812784,0,0,0,0.74
1255,0.5,SRS,1,500,49,72,379,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.586,200,0,0,0,0,TRUE,0,0,200,51,0,8,43,51,0,8,43,1.666666667,0,0,0,0,1.02,2.25833725,0,0,0,1.02
1268,0.5,SRS,1,500,60,72,368,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.53,200,0,0,0,0,TRUE,0,0,200,62,5,9,48,62,5,9,48,1.666666667,0,0,0,0,1.24,2.226230458,0,0,0,1.24
1266,0.5,SRS,1,500,51,81,368,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.382,200,0,0,0,0,TRUE,0,0,200,50,7,9,34,50,7,9,34,1.666666667,0,0,0,0,1,2.150143153,0,0,0,1
1262,0.5,SRS,1,500,51,78,371,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.55,200,0,0,0,0,TRUE,0,0,200,59,6,8,45,59,6,8,45,1.666666667,0,0,0,0,1.18,2.170617096,0,0,0,1.18
1269,0.5,SRS,1,500,53,82,365,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.658,200,0,0,0,0,TRUE,0,0,200,52,4,8,40,52,4,8,40,1.666666667,0,0,0,0,1.04,2.445930416,0,0,0,1.04
1270,0.5,SRS,1,500,52,72,376,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.59,200,0,0,0,0,TRUE,0,0,200,52,9,4,39,52,9,4,39,1.666666667,0,0,0,0,1.04,2.47613569,0,0,0,1.04
1275,0.5,SRS,1,500,46,81,373,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.57,200,0,0,0,0,TRUE,0,0,200,59,5,9,45,59,5,9,45,1.666666667,0,0,0,0,1.18,2.49257073,0,0,0,1.18
1272,0.5,SRS,1,500,51,92,357,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.382,200,0,0,0,0,TRUE,0,0,200,51,9,4,38,51,9,4,38,1.666666667,0,0,0,0,1.02,2.358763775,0,0,0,1.02
1271,0.5,SRS,1,500,48,82,370,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.49,200,0,0,0,0,TRUE,0,0,200,39,2,10,27,39,2,10,27,1.666666667,0,0,0,0,0.78,2.939754897,0,0,0,0.78
1273,0.5,SRS,1,500,63,77,360,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.418,200,0,0,0,0,TRUE,0,0,200,65,9,7,49,65,9,7,49,1.666666667,0,0,0,0,1.3,2.157873533,0,0,0,1.3
1277,0.5,SRS,1,500,55,93,352,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.378,200,0,0,0,0,TRUE,0,0,200,53,6,7,40,53,6,7,40,1.666666667,0,0,0,0,1.06,2.122475579,0,0,0,1.06
1278,0.5,SRS,1,500,54,73,373,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.506,200,0,0,0,0,TRUE,0,0,200,43,4,9,30,43,4,9,30,1.666666667,0,0,0,0,0.86,2.591021787,0,0,0,0.86
1274,0.5,SRS,1,500,59,75,366,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.686,200,0,0,0,0,TRUE,0,0,200,47,2,10,35,47,2,10,35,1.666666667,0,0,0,0,0.94,2.98551257,0,0,0,0.94
1276,0.5,SRS,1,500,49,81,370,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.49,200,0,0,0,0,TRUE,0,0,200,50,6,5,39,50,6,5,39,1.666666667,0,0,0,0,1,2.652390597,0,0,0,1
1280,0.5,SRS,1,500,56,77,367,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.478,200,0,0,0,0,TRUE,0,0,200,52,9,6,37,52,9,6,37,1.666666667,0,0,0,0,1.04,2.384372221,0,0,0,1.04
1283,0.5,SRS,1,500,62,72,366,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.562,200,0,0,0,0,TRUE,0,0,200,42,4,5,33,42,4,5,33,1.666666667,0,0,0,0,0.84,2.552561665,0,0,0,0.84
1279,0.5,SRS,1,500,47,52,401,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.506,200,0,0,0,0,TRUE,0,0,200,52,3,6,43,52,3,6,43,1.666666667,0,0,0,0,1.04,2.56461791,0,0,0,1.04
1284,0.5,SRS,1,500,50,95,355,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.606,200,0,0,0,0,TRUE,0,0,200,47,5,12,30,47,5,12,30,1.666666667,0,0,0,0,0.94,2.486659425,0,0,0,0.94
1281,0.5,SRS,1,500,50,62,388,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.618,200,0,0,0,0,TRUE,0,0,200,55,2,3,50,55,2,3,50,1.666666667,0,0,0,0,1.1,2.443769384,0,0,0,1.1
1285,0.5,SRS,1,500,55,81,364,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.51,200,0,0,0,0,TRUE,0,0,200,40,5,2,33,40,5,2,33,1.666666667,0,0,0,0,0.8,2.652390597,0,0,0,0.8
1287,0.5,SRS,1,500,52,76,372,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.574,200,0,0,0,0,TRUE,0,0,200,54,6,12,36,54,6,12,36,1.666666667,0,0,0,0,1.08,2.310129261,0,0,0,1.08
1289,0.5,SRS,1,500,47,84,369,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.43,200,0,0,0,0,TRUE,0,0,200,42,5,6,31,42,5,6,31,1.666666667,0,0,0,0,0.84,2.507523519,0,0,0,0.84
1286,0.5,SRS,1,500,57,86,357,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.522,200,0,0,0,0,TRUE,0,0,200,48,8,6,34,48,8,6,34,1.666666667,0,0,0,0,0.96,2.616626391,0,0,0,0.96
1292,0.5,SRS,1,500,36,68,396,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.77,200,0,0,0,0,TRUE,0,0,200,54,5,7,42,54,5,7,42,1.666666667,0,0,0,0,1.08,2.510327052,0,0,0,1.08
1288,0.5,SRS,1,500,46,67,387,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.57,200,0,0,0,0,TRUE,0,0,200,44,3,4,37,44,3,4,37,1.666666667,0,0,0,0,0.88,2.543691878,0,0,0,0.88
1261,0.5,SRS,1,500,50,76,374,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.458,200,0,0,0,0,TRUE,0,0,200,63,8,16,39,63,8,16,39,1.666666667,0,0,0,0,1.26,2.100917805,0,0,0,1.26
1282,0.5,SRS,1,500,51,83,366,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.422,200,0,0,0,0,TRUE,0,0,200,64,6,13,45,64,6,13,45,1.666666667,0,0,0,0,1.28,2.14227753,0,0,0,1.28
1291,0.5,SRS,1,500,44,69,387,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.442,200,0,0,0,0,TRUE,0,0,200,44,1,3,40,44,1,3,40,1.666666667,0,0,0,0,0.88,2.777817,0,0,0,0.88
1297,0.5,SRS,1,500,53,93,354,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.37,200,0,0,0,0,TRUE,0,0,200,54,7,9,38,54,7,9,38,1.666666667,0,0,0,0,1.08,2.218807476,0,0,0,1.08
1294,0.5,SRS,1,500,49,73,378,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.518,200,0,0,0,0,TRUE,0,0,200,57,6,10,41,57,6,10,41,1.666666667,0,0,0,0,1.14,2.369539116,0,0,0,1.14
1293,0.5,SRS,1,500,51,76,373,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.442,200,0,0,0,0,TRUE,0,0,200,54,5,7,42,54,5,7,42,1.666666667,0,0,0,0,1.08,2.369055563,0,0,0,1.08
1301,0.5,SRS,1,500,59,75,366,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.746,200,0,0,0,0,TRUE,0,0,200,61,7,7,47,61,7,7,47,1.666666667,0,0,0,0,1.22,2.528950352,0,0,0,1.22
1298,0.5,SRS,1,500,57,74,369,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.478,200,0,0,0,0,TRUE,0,0,200,37,6,4,27,37,6,4,27,1.666666667,0,0,0,0,0.74,2.871414897,0,0,0,0.74
1302,0.5,SRS,1,500,47,76,377,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.778,200,0,0,0,0,TRUE,0,0,200,48,6,10,32,48,6,10,32,1.666666667,0,0,0,0,0.96,2.809561325,0,0,0,0.96
1300,0.5,SRS,1,500,48,67,385,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.542,200,0,0,0,0,TRUE,0,0,200,57,4,7,46,57,4,7,46,1.666666667,0,0,0,0,1.14,2.17912398,0,0,0,1.14
1303,0.5,SRS,1,500,52,82,366,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.798,200,0,0,0,0,TRUE,0,0,200,64,6,10,48,64,6,10,48,1.666666667,0,0,0,0,1.28,2.481875253,0,0,0,1.28
1299,0.5,SRS,1,500,41,69,390,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.562,200,0,0,0,0,TRUE,0,0,200,41,3,9,29,41,3,9,29,1.666666667,0,0,0,0,0.82,2.735831985,0,0,0,0.82
1296,0.5,SRS,1,500,51,80,369,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.65,200,0,0,0,0,TRUE,0,0,200,58,8,6,44,58,8,6,44,1.666666667,0,0,0,0,1.16,2.6233969,0,0,0,1.16
1308,0.5,SRS,1,500,59,77,364,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.714,200,0,0,0,0,TRUE,0,0,200,36,5,6,25,36,5,6,25,1.666666667,0,0,0,0,0.72,2.826759653,0,0,0,0.72
1306,0.5,SRS,1,500,42,69,389,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.81,200,0,0,0,0,TRUE,0,0,200,47,5,4,38,47,5,4,38,1.666666667,0,0,0,0,0.94,2.663345984,0,0,0,0.94
1304,0.5,SRS,1,500,57,84,359,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.77,200,0,0,0,0,TRUE,0,0,200,55,8,11,36,55,8,11,36,1.666666667,0,0,0,0,1.1,2.497558923,0,0,0,1.1
1290,0.5,SRS,1,500,38,80,382,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.538,200,0,0,0,0,TRUE,0,0,200,60,8,11,41,60,8,11,41,1.666666667,0,0,0,0,1.2,2.113475416,0,0,0,1.2
1311,0.5,SRS,1,500,56,74,370,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.746,200,0,0,0,0,TRUE,0,0,200,44,3,4,37,44,3,4,37,1.666666667,0,0,0,0,0.88,2.777817,0,0,0,0.88
1312,0.5,SRS,1,500,50,98,352,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.734,200,0,0,0,0,TRUE,0,0,200,50,6,10,34,50,6,10,34,1.666666667,0,0,0,0,1,2.621902336,0,0,0,1
1307,0.5,SRS,1,500,54,77,369,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.93,200,0,0,0,0,TRUE,0,0,200,46,7,9,30,46,7,9,30,1.666666667,0,0,0,0,0.92,2.781065226,0,0,0,0.92
1309,0.5,SRS,1,500,56,71,373,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.802,200,0,0,0,0,TRUE,0,0,200,46,9,8,29,46,9,8,29,1.666666667,0,0,0,0,0.92,2.567958083,0,0,0,0.92
1313,0.5,SRS,1,500,43,85,372,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.71,200,0,0,0,0,TRUE,0,0,200,57,4,13,40,57,4,13,40,1.666666667,0,0,0,0,1.14,2.446613177,0,0,0,1.14
1295,0.5,SRS,1,500,52,69,379,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,1.502,200,0,0,0,0,TRUE,0,0,200,67,3,7,57,67,3,7,57,1.666666667,0,0,0,0,1.34,2.100719109,0,0,0,1.34
1314,0.5,SRS,1,500,51,68,381,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.71,200,0,0,0,0,TRUE,0,0,200,52,7,7,38,52,7,7,38,1.666666667,0,0,0,0,1.04,2.47613569,0,0,0,1.04
1315,0.5,SRS,1,500,50,69,381,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.842,200,0,0,0,0,TRUE,0,0,200,57,8,5,44,57,8,5,44,1.666666667,0,0,0,0,1.14,2.496674384,0,0,0,1.14
1317,0.5,SRS,1,500,37,75,388,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.718,200,0,0,0,0,TRUE,0,0,200,62,3,8,51,62,3,8,51,1.666666667,0,0,0,0,1.24,2.362961938,0,0,0,1.24
1305,0.5,SRS,1,500,49,72,379,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.774,200,0,0,0,0,TRUE,0,0,200,61,7,12,42,61,7,12,42,1.666666667,0,0,0,0,1.22,2.374725806,0,0,0,1.22
1316,0.5,SRS,1,500,51,83,366,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.774,200,0,0,0,0,TRUE,0,0,200,42,9,7,26,42,9,7,26,1.666666667,0,0,0,0,0.84,2.9655589,0,0,0,0.84
1318,0.5,SRS,1,500,53,75,372,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.834,200,0,0,0,0,TRUE,0,0,200,50,4,10,36,50,4,10,36,1.666666667,0,0,0,0,1,2.621902336,0,0,0,1
1321,0.5,SRS,1,500,43,69,388,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.91,200,0,0,0,0,TRUE,0,0,200,56,5,7,44,56,5,7,44,1.666666667,0,0,0,0,1.12,2.634934089,0,0,0,1.12
1310,0.5,SRS,1,500,55,78,367,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.706,200,0,0,0,0,TRUE,0,0,200,58,6,13,39,58,6,13,39,1.666666667,0,0,0,0,1.16,2.646075372,0,0,0,1.16
1322,0.5,SRS,1,500,46,84,370,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.75,200,0,0,0,0,TRUE,0,0,200,45,4,9,32,45,4,9,32,1.666666667,0,0,0,0,0.9,2.83333607,0,0,0,0.9
1319,0.5,SRS,1,500,51,84,365,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.75,200,0,0,0,0,TRUE,0,0,200,51,6,9,36,51,6,9,36,1.666666667,0,0,0,0,1.02,2.486363964,0,0,0,1.02
1323,0.5,SRS,1,500,60,56,384,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.818,200,0,0,0,0,TRUE,0,0,200,61,6,5,50,61,6,5,50,1.666666667,0,0,0,0,1.22,2.397365393,0,0,0,1.22
1320,0.5,SRS,1,500,53,76,371,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.842,200,0,0,0,0,TRUE,0,0,200,51,6,10,35,51,6,10,35,1.666666667,0,0,0,0,1.02,2.517253576,0,0,0,1.02
1324,0.5,SRS,1,500,50,81,369,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.598,200,0,0,0,0,TRUE,0,0,200,54,8,11,35,54,8,11,35,1.666666667,0,0,0,0,1.08,2.280095102,0,0,0,1.08
1327,0.5,SRS,1,500,48,82,370,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.766,200,0,0,0,0,TRUE,0,0,200,50,2,10,38,50,2,10,38,1.666666667,0,0,0,0,1,2.799856421,0,0,0,1
1328,0.5,SRS,1,500,46,69,385,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.718,200,0,0,0,0,TRUE,0,0,200,38,4,3,31,38,4,3,31,1.666666667,0,0,0,0,0.76,3.002896285,0,0,0,0.76
1325,0.5,SRS,1,500,63,75,362,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.766,200,0,0,0,0,TRUE,0,0,200,44,7,6,31,44,7,6,31,1.666666667,0,0,0,0,0.88,2.543691878,0,0,0,0.88
1330,0.5,SRS,1,500,58,68,374,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.798,200,0,0,0,0,TRUE,0,0,200,63,6,10,47,63,6,10,47,1.666666667,0,0,0,0,1.26,2.393865702,0,0,0,1.26
1331,0.5,SRS,1,500,39,73,388,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.906,200,0,0,0,0,TRUE,0,0,200,42,2,7,33,42,2,7,33,1.666666667,0,0,0,0,0.84,3.07867344,0,0,0,0.84
1326,0.5,SRS,1,500,49,60,391,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.718,200,0,0,0,0,TRUE,0,0,200,49,2,4,43,49,2,4,43,1.666666667,0,0,0,0,0.98,2.505668032,0,0,0,0.98
1329,0.5,SRS,1,500,42,85,373,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.774,200,0,0,0,0,TRUE,0,0,200,46,2,10,34,46,2,10,34,1.666666667,0,0,0,0,0.92,2.711890872,0,0,0,0.92
1333,0.5,SRS,1,500,53,81,366,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.814,200,0,0,0,0,TRUE,0,0,200,51,6,9,36,51,6,9,36,1.666666667,0,0,0,0,1.02,2.637196387,0,0,0,1.02
1338,0.5,SRS,1,500,42,81,377,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.77,200,0,0,0,0,TRUE,0,0,200,54,7,2,45,54,7,2,45,1.666666667,0,0,0,0,1.08,2.426551322,0,0,0,1.08
1334,0.5,SRS,1,500,48,80,372,1,1,1,1,Clumped Matern 1S+2,3,0,1S+2,1.834,200,0,0,0,0,TRUE,0,0,200,40,1,9,30,40,1,9,30,1.666666667,0,0,0,0,0.8,2.745485101,0,0,0,0.8
